,commodity,crawl_date,totalWeightSum
1063,Strawberries,2020-07-20 01:27:37.137,60976
1064,Strawberries,2020-07-20 01:27:37.136,2612688
1065,Strawberries,2020-07-20 01:27:36.982,10656
1066,Strawberries,2020-07-20 01:27:36.980,983168
1067,Strawberries,2020-07-20 01:27:36.824,11944
1068,Strawberries,2020-07-20 01:27:36.822,77984
1069,Strawberries,2020-07-20 01:27:33.816,23448
1070,Strawberries,2020-07-20 01:27:33.811,640127
1071,Strawberries,2020-07-20 01:27:33.815,92200
1072,Strawberries,2020-07-20 01:27:33.813,29689
1073,Strawberries,2020-07-20 01:27:33.320,39408
1074,Strawberries,2020-07-20 01:27:33.319,2107304
1075,Strawberries,2020-07-20 01:27:33.233,503928
1076,Strawberries,2020-07-20 01:27:33.201,91624
1077,Strawberries,2020-07-20 01:27:31.221,119
1078,Strawberries,2020-07-20 01:27:31.145,640
1079,Strawberries,2020-07-20 01:27:31.146,3221
1080,Strawberries,2020-07-20 01:27:30.542,40608
1081,Strawberries,2020-07-20 01:27:30.540,895503
1082,Strawberries,2020-07-20 01:27:30.544,475719
1083,Strawberries,2020-07-20 01:27:30.538,83712
1084,Strawberries,2020-07-20 01:27:29.675,4
1085,Strawberries,2020-07-20 01:27:29.679,453
1086,Strawberries,2020-07-20 01:27:29.677,257
1087,Strawberries,2020-07-20 01:27:29.030,39408
1088,Strawberries,2020-07-20 01:27:29.013,2107304
1089,Strawberries,2020-07-20 01:27:29.029,623416
1090,Strawberries,2020-07-20 01:27:27.979,109529
1091,Strawberries,2020-07-20 01:27:27.923,20718
1092,Strawberries,2020-07-20 01:27:27.830,10736
1093,Strawberries,2020-07-20 01:27:27.828,1414816
1094,Strawberries,2020-07-20 01:27:27.826,680728
1095,Strawberries,2020-07-20 01:27:27.672,23872
1096,Strawberries,2020-07-20 01:27:27.671,166152
1097,Strawberries,2020-07-20 01:27:27.674,18112
1098,Strawberries,2020-07-20 01:27:27.669,1464
1099,Strawberries,2020-07-20 01:27:21.516,59561
1100,Strawberries,2020-07-20 01:27:21.513,1240224
1101,Strawberries,2020-07-20 01:27:21.518,413536
1102,Strawberries,2020-07-20 01:27:21.514,88009
1103,Strawberries,2020-07-20 01:27:20.649,71096
1104,Strawberries,2020-07-20 01:27:20.648,2640824
1105,Strawberries,2020-07-20 01:27:20.517,8720
1106,Strawberries,2020-07-20 01:27:20.515,2126768
1107,Strawberries,2020-07-20 01:27:20.343,38088
1108,Strawberries,2020-07-20 01:27:20.339,198480
1109,Strawberries,2020-07-20 01:27:20.345,73272
1110,Strawberries,2020-07-20 01:27:20.341,11592
1111,Strawberries,2020-07-20 01:27:17.145,55856
1112,Strawberries,2020-07-20 01:27:17.144,1067273
1113,Strawberries,2020-07-20 01:27:17.147,450608
1114,Strawberries,2020-07-20 01:27:17.141,145039
1115,Strawberries,2020-07-20 01:27:16.259,59560
1116,Strawberries,2020-07-20 01:27:16.257,2866600
1117,Strawberries,2020-07-20 01:27:16.098,16456
1118,Strawberries,2020-07-20 01:27:16.096,2959584
1119,Strawberries,2020-07-20 01:27:15.946,16768
1120,Strawberries,2020-07-20 01:27:15.944,107336
1121,Strawberries,2020-07-20 01:27:15.947,11944
1122,Strawberries,2020-07-20 01:27:15.942,7864
1123,Strawberries,2020-07-20 01:27:12.834,52463
1124,Strawberries,2020-07-20 01:27:12.829,1181400
1125,Strawberries,2020-07-20 01:27:12.836,16931
1126,Strawberries,2020-07-20 01:27:12.833,424409
1127,Strawberries,2020-07-20 01:27:12.831,121513
1128,Strawberries,2020-07-20 01:27:11.815,39384
1129,Strawberries,2020-07-20 01:27:11.813,2643136
1130,Strawberries,2020-07-20 01:27:11.682,21448
1131,Strawberries,2020-07-20 01:27:11.680,2548544
1132,Strawberries,2020-07-20 01:27:11.504,39608
1133,Strawberries,2020-07-20 01:27:11.506,1960
1134,Strawberries,2020-07-20 01:27:11.503,40040
1135,Strawberries,2020-07-20 01:27:08.313,76991
1136,Strawberries,2020-07-20 01:27:08.310,1345993
1137,Strawberries,2020-07-20 01:27:08.315,167048
1138,Strawberries,2020-07-20 01:27:08.312,505329
1139,Strawberries,2020-07-20 01:27:07.453,68608
1140,Strawberries,2020-07-20 01:27:07.451,2464080
1141,Strawberries,2020-07-20 01:27:07.273,14752
1142,Strawberries,2020-07-20 01:27:07.271,800568
1143,Strawberries,2020-07-20 01:27:07.112,14440
1144,Strawberries,2020-07-20 01:27:07.110,62832
1145,Strawberries,2020-07-20 01:27:07.114,17480
1146,Strawberries,2020-07-20 01:27:07.108,2680
1147,Strawberries,2020-07-20 01:27:03.888,63961
1148,Strawberries,2020-07-20 01:27:03.887,1309033
1149,Strawberries,2020-07-20 01:27:03.890,791672
1150,Strawberries,2020-07-20 01:27:03.885,295049
1151,Strawberries,2020-07-20 01:27:03.012,39368
1152,Strawberries,2020-07-20 01:27:03.011,2372216
1153,Strawberries,2020-07-20 01:27:02.880,22784
1154,Strawberries,2020-07-20 01:27:02.879,3798832
1155,Strawberries,2020-07-20 01:27:02.705,31328
1156,Strawberries,2020-07-20 01:27:02.704,541608
1157,Strawberries,2020-07-20 01:27:02.707,45528
1158,Strawberries,2020-07-20 01:27:02.702,3792
1159,Strawberries,2020-07-20 01:26:59.767,19496
1160,Strawberries,2020-07-20 01:26:59.764,702040
1161,Strawberries,2020-07-20 01:26:59.769,242968
1162,Strawberries,2020-07-20 01:26:59.766,406839
1163,Strawberries,2020-07-20 01:26:59.345,25752
1164,Strawberries,2020-07-20 01:26:59.343,2137984
1165,Strawberries,2020-07-20 01:26:59.258,3360
1166,Strawberries,2020-07-20 01:26:59.256,607832
1167,Strawberries,2020-07-20 01:26:59.245,78680
1168,Strawberries,2020-07-20 01:26:57.454,123
1169,Strawberries,2020-07-20 01:26:57.393,2561
1170,Strawberries,2020-07-20 01:26:56.791,58535
1171,Strawberries,2020-07-20 01:26:56.789,1225873
1172,Strawberries,2020-07-20 01:26:56.793,744784
1173,Strawberries,2020-07-20 01:26:56.787,208536
1174,Strawberries,2020-07-20 01:26:55.923,268
1175,Strawberries,2020-07-20 01:26:55.927,79
1176,Strawberries,2020-07-20 01:26:55.925,801
1177,Strawberries,2020-07-20 01:26:55.928,689
1178,Strawberries,2020-07-20 01:26:55.930,15
1179,Strawberries,2020-07-20 01:26:55.317,55728
1180,Strawberries,2020-07-20 01:26:55.315,2929712
1181,Strawberries,2020-07-20 01:26:54.265,10934
1182,Strawberries,2020-07-20 01:26:54.190,43353
1183,Strawberries,2020-07-20 01:26:54.078,14952
1184,Strawberries,2020-07-20 01:26:54.074,1386080
1185,Strawberries,2020-07-20 01:26:54.076,471136
1186,Strawberries,2020-07-20 01:26:53.905,7832
1187,Strawberries,2020-07-20 01:26:53.904,72160
1188,Strawberries,2020-07-20 01:26:53.907,944
1189,Strawberries,2020-07-20 01:26:47.626,48057
1190,Strawberries,2020-07-20 01:26:47.621,1222287
1191,Strawberries,2020-07-20 01:26:47.624,411503
1192,Strawberries,2020-07-20 01:26:47.622,235088
1193,Strawberries,2020-07-20 01:26:46.823,64496
1194,Strawberries,2020-07-20 01:26:46.821,3519048
1195,Strawberries,2020-07-20 01:26:46.669,14192
1196,Strawberries,2020-07-20 01:26:46.668,2023184
1197,Strawberries,2020-07-20 01:26:46.475,12216
1198,Strawberries,2020-07-20 01:26:46.470,208216
1199,Strawberries,2020-07-20 01:26:46.473,13080
1200,Strawberries,2020-07-20 01:26:46.472,1536
1201,Strawberries,2020-07-20 01:26:43.360,52569
1202,Strawberries,2020-07-20 01:26:43.357,1229193
1203,Strawberries,2020-07-20 01:26:43.362,383792
1204,Strawberries,2020-07-20 01:26:43.358,55249
1205,Strawberries,2020-07-20 01:26:42.373,53408
1206,Strawberries,2020-07-20 01:26:42.371,3595216
1207,Strawberries,2020-07-20 01:26:42.213,12432
1208,Strawberries,2020-07-20 01:26:42.211,1474536
1209,Strawberries,2020-07-20 01:26:42.008,15696
1210,Strawberries,2020-07-20 01:26:42.003,208992
1211,Strawberries,2020-07-20 01:26:42.006,21360
1212,Strawberries,2020-07-20 01:26:42.005,2832
1213,Strawberries,2020-07-20 01:26:38.591,69951
1214,Strawberries,2020-07-20 01:26:38.589,1505225
1215,Strawberries,2020-07-20 01:26:38.593,271264
1216,Strawberries,2020-07-20 01:26:38.588,128577
1217,Strawberries,2020-07-20 01:26:37.579,75776
1218,Strawberries,2020-07-20 01:26:37.578,3365096
1219,Strawberries,2020-07-20 01:26:37.440,15472
1220,Strawberries,2020-07-20 01:26:37.439,917072
1221,Strawberries,2020-07-20 01:26:37.271,8640
1222,Strawberries,2020-07-20 01:26:37.267,101320
1223,Strawberries,2020-07-20 01:26:37.269,13744
1224,Strawberries,2020-07-20 01:26:37.266,1072
1225,Strawberries,2020-07-20 01:26:33.998,84920
1226,Strawberries,2020-07-20 01:26:33.995,1610048
1227,Strawberries,2020-07-20 01:26:33.996,524280
1228,Strawberries,2020-07-20 01:26:33.993,80153
1229,Strawberries,2020-07-20 01:26:33.190,42160
1230,Strawberries,2020-07-20 01:26:33.187,2683192
1231,Strawberries,2020-07-20 01:26:33.188,328040
1232,Strawberries,2020-07-20 01:26:33.058,16440
1233,Strawberries,2020-07-20 01:26:33.056,2029192
1234,Strawberries,2020-07-20 01:26:32.872,14552
1235,Strawberries,2020-07-20 01:26:32.869,239144
1236,Strawberries,2020-07-20 01:26:32.874,3600
1237,Strawberries,2020-07-20 01:26:32.870,4648
1238,Strawberries,2020-07-20 01:26:29.770,85384
1239,Strawberries,2020-07-20 01:26:29.766,1702488
1240,Strawberries,2020-07-20 01:26:29.772,315016
1241,Strawberries,2020-07-20 01:26:29.768,331384
1242,Strawberries,2020-07-20 01:26:28.836,54960
1243,Strawberries,2020-07-20 01:26:28.834,2490520
1244,Strawberries,2020-07-20 01:26:28.653,19440
1245,Strawberries,2020-07-20 01:26:28.651,2016792
1246,Strawberries,2020-07-20 01:26:28.472,26208
1247,Strawberries,2020-07-20 01:26:28.469,297400
1248,Strawberries,2020-07-20 01:26:28.471,1032
1249,Strawberries,2020-07-20 01:26:28.467,8280
1250,Strawberries,2020-07-20 01:26:25.277,17336
1251,Strawberries,2020-07-20 01:26:25.274,919464
1252,Strawberries,2020-07-20 01:26:25.279,197193
1253,Strawberries,2020-07-20 01:26:25.276,229249
1254,Strawberries,2020-07-20 01:26:24.831,27080
1255,Strawberries,2020-07-20 01:26:24.829,1704184
1256,Strawberries,2020-07-20 01:26:24.730,4320
1257,Strawberries,2020-07-20 01:26:22.837,35
1258,Strawberries,2020-07-20 01:26:22.778,1921
1259,Strawberries,2020-07-20 01:26:22.780,440
1260,Strawberries,2020-07-20 01:26:22.171,60080
1261,Strawberries,2020-07-20 01:26:22.168,1491552
1262,Strawberries,2020-07-20 01:26:22.170,417384
1263,Strawberries,2020-07-20 01:26:22.166,340168
1264,Strawberries,2020-07-20 01:26:21.310,2
1265,Strawberries,2020-07-20 01:26:21.309,658
1266,Strawberries,2020-07-20 01:26:20.717,59152
1267,Strawberries,2020-07-20 01:26:20.715,2808136
1268,Strawberries,2020-07-20 01:26:19.764,54725
1269,Strawberries,2020-07-20 01:26:19.765,52826
1270,Strawberries,2020-07-20 01:26:19.690,35902
1271,Strawberries,2020-07-20 01:26:19.587,16432
1272,Strawberries,2020-07-20 01:26:19.583,975624
1273,Strawberries,2020-07-20 01:26:19.585,434808
1274,Strawberries,2020-07-20 01:26:19.456,12672
1275,Strawberries,2020-07-20 01:26:19.455,211512
1276,Strawberries,2020-07-20 01:26:13.549,64376
1277,Strawberries,2020-07-20 01:26:13.544,1813328
1278,Strawberries,2020-07-20 01:26:13.548,325281
1279,Strawberries,2020-07-20 01:26:13.546,153897
1280,Strawberries,2020-07-20 01:26:12.647,77400
1281,Strawberries,2020-07-20 01:26:12.645,3143208
1282,Strawberries,2020-07-20 01:26:12.537,14208
1283,Strawberries,2020-07-20 01:26:12.536,1517248
1284,Strawberries,2020-07-20 01:26:12.373,17104
1285,Strawberries,2020-07-20 01:26:12.370,254392
1286,Strawberries,2020-07-20 01:26:12.372,2880
1287,Strawberries,2020-07-20 01:26:12.368,7200
1288,Strawberries,2020-07-20 01:26:09.101,63160
1289,Strawberries,2020-07-20 01:26:09.100,1827272
1290,Strawberries,2020-07-20 01:26:09.103,371448
1291,Strawberries,2020-07-20 01:26:09.098,269408
1292,Strawberries,2020-07-20 01:26:08.120,105056
1293,Strawberries,2020-07-20 01:26:08.119,3312904
1294,Strawberries,2020-07-20 01:26:08.013,6480
1295,Strawberries,2020-07-20 01:26:08.011,970872
1296,Strawberries,2020-07-20 01:26:07.850,35128
1297,Strawberries,2020-07-20 01:26:07.846,201536
1298,Strawberries,2020-07-20 01:26:07.851,2632
1299,Strawberries,2020-07-20 01:26:07.848,5040
1300,Strawberries,2020-07-20 01:26:04.533,59983
1301,Strawberries,2020-07-20 01:26:04.531,1777937
1302,Strawberries,2020-07-20 01:26:04.535,308328
1303,Strawberries,2020-07-20 01:26:04.530,174856
1304,Strawberries,2020-07-20 01:26:03.581,41880
1305,Strawberries,2020-07-20 01:26:03.579,2787592
1306,Strawberries,2020-07-20 01:26:03.463,26240
1307,Strawberries,2020-07-20 01:26:03.462,767776
1308,Strawberries,2020-07-20 01:26:03.294,26208
1309,Strawberries,2020-07-20 01:26:03.291,185960
1310,Strawberries,2020-07-20 01:26:03.293,4128
1311,Strawberries,2020-07-20 01:26:00.071,82832
1312,Strawberries,2020-07-20 01:26:00.069,2153928
1313,Strawberries,2020-07-20 01:26:00.072,207495
1314,Strawberries,2020-07-20 01:26:00.067,328143
1315,Strawberries,2020-07-20 01:25:59.208,115216
1316,Strawberries,2020-07-20 01:25:59.207,3970088
1317,Strawberries,2020-07-20 01:25:59.063,24720
1318,Strawberries,2020-07-20 01:25:59.062,1329024
1319,Strawberries,2020-07-20 01:25:58.888,19664
1320,Strawberries,2020-07-20 01:25:58.885,364152
1321,Strawberries,2020-07-20 01:25:58.886,800
1322,Strawberries,2020-07-20 01:25:55.818,74785
1323,Strawberries,2020-07-20 01:25:55.812,2270063
1324,Strawberries,2020-07-20 01:25:55.816,531311
1325,Strawberries,2020-07-20 01:25:55.814,128183
1326,Strawberries,2020-07-20 01:25:54.952,64928
1327,Strawberries,2020-07-20 01:25:54.951,3528696
1328,Strawberries,2020-07-20 01:25:54.827,20064
1329,Strawberries,2020-07-20 01:25:54.825,1439224
1330,Strawberries,2020-07-20 01:25:54.660,21648
1331,Strawberries,2020-07-20 01:25:54.656,346936
1332,Strawberries,2020-07-20 01:25:54.658,936
1333,Strawberries,2020-07-20 01:25:51.738,28184
1334,Strawberries,2020-07-20 01:25:51.733,1432152
1335,Strawberries,2020-07-20 01:25:51.736,73007
1336,Strawberries,2020-07-20 01:25:51.735,238720
1337,Strawberries,2020-07-20 01:25:51.229,45256
1338,Strawberries,2020-07-20 01:25:51.227,2395944
1339,Strawberries,2020-07-20 01:25:49.149,43120
1340,Strawberries,2020-07-20 01:25:48.992,66
1341,Strawberries,2020-07-20 01:25:48.925,1280
1342,Strawberries,2020-07-20 01:25:48.927,330
1343,Strawberries,2020-07-20 01:25:48.848,157542
1344,Strawberries,2020-07-20 01:25:48.271,72439
1345,Strawberries,2020-07-20 01:25:48.269,2140961
1346,Strawberries,2020-07-20 01:25:48.272,221505
1347,Strawberries,2020-07-20 01:25:48.267,211904
1348,Strawberries,2020-07-20 01:25:47.401,268
1349,Strawberries,2020-07-20 01:25:47.403,906
1350,Strawberries,2020-07-20 01:25:47.399,22
1351,Strawberries,2020-07-20 01:25:46.820,70496
1352,Strawberries,2020-07-20 01:25:46.818,3413200
1353,Strawberries,2020-07-20 01:25:45.824,109965
1354,Strawberries,2020-07-20 01:25:45.826,54690
1355,Strawberries,2020-07-20 01:25:45.769,22477
1356,Strawberries,2020-07-20 01:25:45.674,15408
1357,Strawberries,2020-07-20 01:25:45.672,382936
1358,Strawberries,2020-07-20 01:25:45.671,307704
1359,Strawberries,2020-07-20 01:25:45.569,1824
1360,Strawberries,2020-07-20 01:25:45.567,227320
1361,Strawberries,2020-07-20 01:25:39.501,71177
1362,Strawberries,2020-07-20 01:25:39.498,2225887
1363,Strawberries,2020-07-20 01:25:39.499,404697
1364,Strawberries,2020-07-20 01:25:39.496,277849
1365,Strawberries,2020-07-20 01:25:38.637,117944
1366,Strawberries,2020-07-20 01:25:38.635,3591776
1367,Strawberries,2020-07-20 01:25:38.479,43680
1368,Strawberries,2020-07-20 01:25:38.477,1183248
1369,Strawberries,2020-07-20 01:25:38.296,25304
1370,Strawberries,2020-07-20 01:25:38.294,256440
1371,Strawberries,2020-07-20 01:25:35.169,75577
1372,Strawberries,2020-07-20 01:25:35.165,2446904
1373,Strawberries,2020-07-20 01:25:35.167,261375
1374,Strawberries,2020-07-20 01:25:35.163,293225
1375,Strawberries,2020-07-20 01:25:34.115,60216
1376,Strawberries,2020-07-20 01:25:34.113,3800720
1377,Strawberries,2020-07-20 01:25:33.987,18200
1378,Strawberries,2020-07-20 01:25:33.986,746232
1379,Strawberries,2020-07-20 01:25:33.811,10040
1380,Strawberries,2020-07-20 01:25:33.809,276200
1381,Strawberries,2020-07-20 01:25:30.557,64977
1382,Strawberries,2020-07-20 01:25:30.555,2640935
1383,Strawberries,2020-07-20 01:25:30.559,192240
1384,Strawberries,2020-07-20 01:25:30.554,339255
1385,Strawberries,2020-07-20 01:25:29.614,70520
1386,Strawberries,2020-07-20 01:25:29.612,3686664
1387,Strawberries,2020-07-20 01:25:29.429,38488
1388,Strawberries,2020-07-20 01:25:29.428,731968
1389,Strawberries,2020-07-20 01:25:29.251,11232
1390,Strawberries,2020-07-20 01:25:29.250,105056
1391,Strawberries,2020-07-20 01:25:25.961,100808
1392,Strawberries,2020-07-20 01:25:25.956,2706352
1393,Strawberries,2020-07-20 01:25:25.959,273777
1394,Strawberries,2020-07-20 01:25:25.958,237057
1395,Strawberries,2020-07-20 01:25:25.123,120448
1396,Strawberries,2020-07-20 01:25:25.121,4236152
1397,Strawberries,2020-07-20 01:25:25.002,26216
1398,Strawberries,2020-07-20 01:25:25.000,1159112
1399,Strawberries,2020-07-20 01:25:24.808,30256
1400,Strawberries,2020-07-20 01:25:24.804,272360
1401,Strawberries,2020-07-20 01:25:24.810,240
1402,Strawberries,2020-07-20 01:25:24.806,6048
1403,Strawberries,2020-07-20 01:25:21.600,6842
1404,Strawberries,2020-07-20 01:25:21.598,93465
1405,Strawberries,2020-07-20 01:25:21.594,2783728
1406,Strawberries,2020-07-20 01:25:21.596,402072
1407,Strawberries,2020-07-20 01:25:21.587,256007
1408,Strawberries,2020-07-20 01:25:20.713,100304
1409,Strawberries,2020-07-20 01:25:20.711,3948976
1410,Strawberries,2020-07-20 01:25:20.606,47528
1411,Strawberries,2020-07-20 01:25:20.604,1258496
1412,Strawberries,2020-07-20 01:25:20.422,20448
1413,Strawberries,2020-07-20 01:25:20.418,288232
1414,Strawberries,2020-07-20 01:25:20.420,5184
1415,Strawberries,2020-07-20 01:25:17.487,3256
1416,Strawberries,2020-07-20 01:25:17.484,1496656
1417,Strawberries,2020-07-20 01:25:17.489,13567
1418,Strawberries,2020-07-20 01:25:17.485,179384
1419,Strawberries,2020-07-20 01:25:17.049,48800
1420,Strawberries,2020-07-20 01:25:17.047,3544192
1421,Strawberries,2020-07-20 01:25:15.229,898
1422,Strawberries,2020-07-20 01:25:15.231,330
1423,Strawberries,2020-07-20 01:25:14.626,67417
1424,Strawberries,2020-07-20 01:25:14.624,2285199
1425,Strawberries,2020-07-20 01:25:14.628,286889
1426,Strawberries,2020-07-20 01:25:14.623,119665
1427,Strawberries,2020-07-20 01:25:13.783,18
1428,Strawberries,2020-07-20 01:25:13.781,295
1429,Strawberries,2020-07-20 01:25:13.217,100776
1430,Strawberries,2020-07-20 01:25:13.213,44080
1431,Strawberries,2020-07-20 01:25:13.216,4212264
1432,Strawberries,2020-07-20 01:25:12.197,19673
1433,Strawberries,2020-07-20 01:25:12.057,21096
1434,Strawberries,2020-07-20 01:25:12.053,497096
1435,Strawberries,2020-07-20 01:25:12.055,367560
1436,Strawberries,2020-07-20 01:25:11.896,8000
1437,Strawberries,2020-07-20 01:25:11.894,124928
1438,Strawberries,2020-07-20 01:25:05.835,6840
1439,Strawberries,2020-07-20 01:25:05.832,63721
1440,Strawberries,2020-07-20 01:25:05.830,2369081
1441,Strawberries,2020-07-20 01:25:05.833,235145
1442,Strawberries,2020-07-20 01:25:05.828,163337
1443,Strawberries,2020-07-20 01:25:04.931,143736
1444,Strawberries,2020-07-20 01:25:04.929,4818456
1445,Strawberries,2020-07-20 01:25:04.829,19168
1446,Strawberries,2020-07-20 01:25:04.827,1070464
1447,Strawberries,2020-07-20 01:25:04.635,19192
1448,Strawberries,2020-07-20 01:25:04.633,164576
1449,Strawberries,2020-07-20 01:25:01.440,6842
1450,Strawberries,2020-07-20 01:25:01.436,55680
1451,Strawberries,2020-07-20 01:25:01.435,2462216
1452,Strawberries,2020-07-20 01:25:01.438,143856
1453,Strawberries,2020-07-20 01:25:01.433,80729
1454,Strawberries,2020-07-20 01:25:00.394,35368
1455,Strawberries,2020-07-20 01:25:00.391,4814760
1456,Strawberries,2020-07-20 01:25:00.256,48560
1457,Strawberries,2020-07-20 01:25:00.254,667128
1458,Strawberries,2020-07-20 01:25:00.051,20400
1459,Strawberries,2020-07-20 01:25:00.049,108296
1460,Strawberries,2020-07-20 01:24:56.700,34912
1461,Strawberries,2020-07-20 01:24:56.695,2199399
1462,Strawberries,2020-07-20 01:24:56.699,110944
1463,Strawberries,2020-07-20 01:24:56.697,174841
1464,Strawberries,2020-07-20 01:24:55.664,93296
1465,Strawberries,2020-07-20 01:24:55.662,4112504
1466,Strawberries,2020-07-20 01:24:55.532,32496
1467,Strawberries,2020-07-20 01:24:55.530,706296
1468,Strawberries,2020-07-20 01:24:55.344,23120
1469,Strawberries,2020-07-20 01:24:55.342,153832
1470,Strawberries,2020-07-20 01:24:51.979,4561
1471,Strawberries,2020-07-20 01:24:51.977,73856
1472,Strawberries,2020-07-20 01:24:51.972,2511808
1473,Strawberries,2020-07-20 01:24:51.976,327633
1474,Strawberries,2020-07-20 01:24:51.974,64704
1475,Strawberries,2020-07-20 01:24:51.093,87768
1476,Strawberries,2020-07-20 01:24:51.092,3849752
1477,Strawberries,2020-07-20 01:24:50.968,35176
1478,Strawberries,2020-07-20 01:24:50.967,1150624
1479,Strawberries,2020-07-20 01:24:50.777,11904
1480,Strawberries,2020-07-20 01:24:50.774,196152
1481,Strawberries,2020-07-20 01:24:50.776,8208
1482,Strawberries,2020-07-20 01:24:47.550,57849
1483,Strawberries,2020-07-20 01:24:47.548,2452232
1484,Strawberries,2020-07-20 01:24:47.552,218744
1485,Strawberries,2020-07-20 01:24:47.546,193824
1486,Strawberries,2020-07-20 01:24:46.548,26744
1487,Strawberries,2020-07-20 01:24:46.547,3362304
1488,Strawberries,2020-07-20 01:24:46.391,33696
1489,Strawberries,2020-07-20 01:24:46.389,1124280
1490,Strawberries,2020-07-20 01:24:46.214,10720
1491,Strawberries,2020-07-20 01:24:46.212,211096
1492,Strawberries,2020-07-20 01:24:46.210,7424
1493,Strawberries,2020-07-20 01:24:42.906,1085231
1494,Strawberries,2020-07-20 01:24:42.910,41327
1495,Strawberries,2020-07-20 01:24:42.908,230047
1496,Strawberries,2020-07-20 01:24:42.386,48784
1497,Strawberries,2020-07-20 01:24:42.384,2436112
1498,Strawberries,2020-07-20 01:24:42.281,4480
1499,Strawberries,2020-07-20 01:24:40.193,1280
1500,Strawberries,2020-07-20 01:24:40.191,330
1501,Strawberries,2020-07-20 01:24:39.568,46528
1502,Strawberries,2020-07-20 01:24:39.563,1921080
1503,Strawberries,2020-07-20 01:24:39.566,284904
1504,Strawberries,2020-07-20 01:24:39.565,247984
1505,Strawberries,2020-07-20 01:24:38.519,18
1506,Strawberries,2020-07-20 01:24:38.521,957
1507,Strawberries,2020-07-20 01:24:38.522,433
1508,Strawberries,2020-07-20 01:24:37.874,76552
1509,Strawberries,2020-07-20 01:24:37.873,3206720
1510,Strawberries,2020-07-20 01:24:36.762,17558
1511,Strawberries,2020-07-20 01:24:36.656,26800
1512,Strawberries,2020-07-20 01:24:36.654,798912
1513,Strawberries,2020-07-20 01:24:36.653,324664
1514,Strawberries,2020-07-20 01:24:36.518,10248
1515,Strawberries,2020-07-20 01:24:36.516,60096
1516,Strawberries,2020-07-20 01:24:30.314,36793
1517,Strawberries,2020-07-20 01:24:30.311,2052985
1518,Strawberries,2020-07-20 01:24:30.316,179808
1519,Strawberries,2020-07-20 01:24:30.313,188496
1520,Strawberries,2020-07-20 01:24:29.153,8728
1521,Strawberries,2020-07-20 01:24:29.151,3259656
1522,Strawberries,2020-07-20 01:24:28.989,27104
1523,Strawberries,2020-07-20 01:24:28.987,743312
1524,Strawberries,2020-07-20 01:24:28.806,19864
1525,Strawberries,2020-07-20 01:24:28.805,106720
1526,Strawberries,2020-07-20 01:24:25.163,28215
1527,Strawberries,2020-07-20 01:24:25.162,1941823
1528,Strawberries,2020-07-20 01:24:25.165,103376
1529,Strawberries,2020-07-20 01:24:25.160,140400
1530,Strawberries,2020-07-20 01:24:24.259,79696
1531,Strawberries,2020-07-20 01:24:24.258,4176616
1532,Strawberries,2020-07-20 01:24:24.128,26264
1533,Strawberries,2020-07-20 01:24:24.127,708312
1534,Strawberries,2020-07-20 01:24:23.957,18240
1535,Strawberries,2020-07-20 01:24:23.955,17288
1536,Strawberries,2020-07-20 01:24:20.559,37673
1537,Strawberries,2020-07-20 01:24:20.554,1840969
1538,Strawberries,2020-07-20 01:24:20.557,167567
1539,Strawberries,2020-07-20 01:24:20.555,186320
1540,Strawberries,2020-07-20 01:24:19.568,95000
1541,Strawberries,2020-07-20 01:24:19.565,3301816
1542,Strawberries,2020-07-20 01:24:19.566,-95000
1543,Strawberries,2020-07-20 01:24:19.430,46208
1544,Strawberries,2020-07-20 01:24:19.429,622152
1545,Strawberries,2020-07-20 01:24:19.246,33120
1546,Strawberries,2020-07-20 01:24:19.245,89472
1547,Strawberries,2020-07-20 01:24:19.243,6912
1548,Strawberries,2020-07-20 01:24:15.882,54248
1549,Strawberries,2020-07-20 01:24:15.878,2427583
1550,Strawberries,2020-07-20 01:24:15.884,432705
1551,Strawberries,2020-07-20 01:24:15.880,244807
1552,Strawberries,2020-07-20 01:24:15.087,42600
1553,Strawberries,2020-07-20 01:24:15.086,2825432
1554,Strawberries,2020-07-20 01:24:14.900,45928
1555,Strawberries,2020-07-20 01:24:14.899,1280240
1556,Strawberries,2020-07-20 01:24:14.716,32208
1557,Strawberries,2020-07-20 01:24:14.712,125680
1558,Strawberries,2020-07-20 01:24:14.714,6912
1559,Strawberries,2020-07-20 01:24:11.512,30096
1560,Strawberries,2020-07-20 01:24:11.507,2175072
1561,Strawberries,2020-07-20 01:24:11.510,65344
1562,Strawberries,2020-07-20 01:24:11.509,115016
1563,Strawberries,2020-07-20 01:24:10.580,56392
1564,Strawberries,2020-07-20 01:24:10.578,3083160
1565,Strawberries,2020-07-20 01:24:10.438,53480
1566,Strawberries,2020-07-20 01:24:10.437,1094720
1567,Strawberries,2020-07-20 01:24:10.281,17288
1568,Strawberries,2020-07-20 01:24:10.279,211640
1569,Strawberries,2020-07-20 01:24:07.310,6842
1570,Strawberries,2020-07-20 01:24:07.308,407
1571,Strawberries,2020-07-20 01:24:07.305,1308041
1572,Strawberries,2020-07-20 01:24:07.307,50296
1573,Strawberries,2020-07-20 01:24:07.303,212080
1574,Strawberries,2020-07-20 01:24:06.763,110504
1575,Strawberries,2020-07-20 01:24:06.762,2859704
1576,Strawberries,2020-07-20 01:24:06.690,10024
1577,Strawberries,2020-07-20 01:24:04.721,231
