,commodity,crawl_date,totalWeightSum
531,Strawberries,2020-07-20 01:30:57.746,405032
532,Strawberries,2020-07-20 01:30:57.740,2398000
533,Strawberries,2020-07-20 01:30:53.214,54136
534,Strawberries,2020-07-20 01:30:53.215,19232
535,Strawberries,2020-07-20 01:30:53.212,104
536,Strawberries,2020-07-20 01:30:53.210,13824
537,Strawberries,2020-07-20 01:30:53.142,29856
538,Strawberries,2020-07-20 01:30:53.139,108112
539,Strawberries,2020-07-20 01:30:52.365,17600
540,Strawberries,2020-07-20 01:30:52.364,2874336
541,Strawberries,2020-07-20 01:30:52.275,489456
542,Strawberries,2020-07-20 01:30:52.270,5344888
543,Strawberries,2020-07-20 01:30:52.274,465472
544,Strawberries,2020-07-20 01:30:52.272,2557144
545,Strawberries,2020-07-20 01:30:49.746,82128
546,Strawberries,2020-07-20 01:30:49.674,145871
547,Strawberries,2020-07-20 01:30:49.672,112273
548,Strawberries,2020-07-20 01:30:48.638,14720
549,Strawberries,2020-07-20 01:30:48.637,2983656
550,Strawberries,2020-07-20 01:30:48.543,403088
551,Strawberries,2020-07-20 01:30:48.538,4975152
552,Strawberries,2020-07-20 01:30:48.541,262408
553,Strawberries,2020-07-20 01:30:48.540,1960176
554,Strawberries,2020-07-20 01:30:45.589,107704
555,Strawberries,2020-07-20 01:30:45.588,4800
556,Strawberries,2020-07-20 01:30:45.516,144705
557,Strawberries,2020-07-20 01:30:45.514,104320
558,Strawberries,2020-07-20 01:30:44.369,182208
559,Strawberries,2020-07-20 01:30:44.368,3325640
560,Strawberries,2020-07-20 01:30:44.268,451448
561,Strawberries,2020-07-20 01:30:44.266,4864296
562,Strawberries,2020-07-20 01:30:44.269,421024
563,Strawberries,2020-07-20 01:30:44.264,2637720
564,Strawberries,2020-07-20 01:30:41.148,90912
565,Strawberries,2020-07-20 01:30:41.147,840
566,Strawberries,2020-07-20 01:30:41.067,213976
567,Strawberries,2020-07-20 01:30:41.066,319064
568,Strawberries,2020-07-20 01:30:40.139,30400
569,Strawberries,2020-07-20 01:30:40.137,3802576
570,Strawberries,2020-07-20 01:30:40.045,536080
571,Strawberries,2020-07-20 01:30:40.041,5982352
572,Strawberries,2020-07-20 01:30:40.046,525376
573,Strawberries,2020-07-20 01:30:40.043,2356392
574,Strawberries,2020-07-20 01:30:37.239,76856
575,Strawberries,2020-07-20 01:30:37.238,7200
576,Strawberries,2020-07-20 01:30:37.161,330048
577,Strawberries,2020-07-20 01:30:37.159,153375
578,Strawberries,2020-07-20 01:30:36.089,38016
579,Strawberries,2020-07-20 01:30:36.087,3781848
580,Strawberries,2020-07-20 01:30:35.994,482496
581,Strawberries,2020-07-20 01:30:35.988,5967320
582,Strawberries,2020-07-20 01:30:35.992,504888
583,Strawberries,2020-07-20 01:30:35.990,2300040
584,Strawberries,2020-07-20 01:30:33.168,1920
585,Strawberries,2020-07-20 01:30:33.166,87472
586,Strawberries,2020-07-20 01:30:33.164,3600
587,Strawberries,2020-07-20 01:30:33.125,1661
588,Strawberries,2020-07-20 01:30:33.123,11944
589,Strawberries,2020-07-20 01:30:33.122,151921
590,Strawberries,2020-07-20 01:30:32.541,595176
591,Strawberries,2020-07-20 01:30:32.527,35536
592,Strawberries,2020-07-20 01:30:32.525,384600
593,Strawberries,2020-07-20 01:30:30.768,92528
594,Strawberries,2020-07-20 01:30:30.467,4649
595,Strawberries,2020-07-20 01:30:30.465,48816
596,Strawberries,2020-07-20 01:30:30.469,218185
597,Strawberries,2020-07-20 01:30:30.464,225071
598,Strawberries,2020-07-20 01:30:29.696,44
599,Strawberries,2020-07-20 01:30:28.534,58449
600,Strawberries,2020-07-20 01:30:28.428,35896
601,Strawberries,2020-07-20 01:30:28.426,3238424
602,Strawberries,2020-07-20 01:30:28.425,894720
603,Strawberries,2020-07-20 01:30:28.324,414440
604,Strawberries,2020-07-20 01:30:28.323,3952120
605,Strawberries,2020-07-20 01:30:28.326,302768
606,Strawberries,2020-07-20 01:30:28.321,1076048
607,Strawberries,2020-07-20 01:30:23.706,80984
608,Strawberries,2020-07-20 01:30:23.705,14400
609,Strawberries,2020-07-20 01:30:23.632,5064
610,Strawberries,2020-07-20 01:30:23.630,44968
611,Strawberries,2020-07-20 01:30:23.634,274672
612,Strawberries,2020-07-20 01:30:23.629,113304
613,Strawberries,2020-07-20 01:30:22.749,35832
614,Strawberries,2020-07-20 01:30:22.747,3575424
615,Strawberries,2020-07-20 01:30:22.659,334792
616,Strawberries,2020-07-20 01:30:22.655,4901192
617,Strawberries,2020-07-20 01:30:22.661,313008
618,Strawberries,2020-07-20 01:30:22.657,1260536
619,Strawberries,2020-07-20 01:30:19.883,84592
620,Strawberries,2020-07-20 01:30:19.806,3304
621,Strawberries,2020-07-20 01:30:19.802,50415
622,Strawberries,2020-07-20 01:30:19.807,231176
623,Strawberries,2020-07-20 01:30:19.804,219593
624,Strawberries,2020-07-20 01:30:18.694,2816
625,Strawberries,2020-07-20 01:30:18.693,3610232
626,Strawberries,2020-07-20 01:30:18.606,270640
627,Strawberries,2020-07-20 01:30:18.603,4153448
628,Strawberries,2020-07-20 01:30:18.608,166592
629,Strawberries,2020-07-20 01:30:18.604,722632
630,Strawberries,2020-07-20 01:30:15.577,4176
631,Strawberries,2020-07-20 01:30:15.578,92384
632,Strawberries,2020-07-20 01:30:15.575,6360
633,Strawberries,2020-07-20 01:30:15.499,1199
634,Strawberries,2020-07-20 01:30:15.494,54888
635,Strawberries,2020-07-20 01:30:15.497,155912
636,Strawberries,2020-07-20 01:30:15.496,324729
637,Strawberries,2020-07-20 01:30:14.617,35080
638,Strawberries,2020-07-20 01:30:14.615,3484912
639,Strawberries,2020-07-20 01:30:14.532,369008
640,Strawberries,2020-07-20 01:30:14.530,3440032
641,Strawberries,2020-07-20 01:30:14.533,260688
642,Strawberries,2020-07-20 01:30:14.529,1116936
643,Strawberries,2020-07-20 01:30:11.612,1832
644,Strawberries,2020-07-20 01:30:11.614,83664
645,Strawberries,2020-07-20 01:30:11.533,6281
646,Strawberries,2020-07-20 01:30:11.530,55977
647,Strawberries,2020-07-20 01:30:11.535,248248
648,Strawberries,2020-07-20 01:30:11.531,386984
649,Strawberries,2020-07-20 01:30:10.573,40536
650,Strawberries,2020-07-20 01:30:10.571,4356752
651,Strawberries,2020-07-20 01:30:10.484,376168
652,Strawberries,2020-07-20 01:30:10.481,4957568
653,Strawberries,2020-07-20 01:30:10.485,296264
654,Strawberries,2020-07-20 01:30:10.482,1145040
655,Strawberries,2020-07-20 01:30:07.626,52072
656,Strawberries,2020-07-20 01:30:07.628,1832
657,Strawberries,2020-07-20 01:30:07.547,4288
658,Strawberries,2020-07-20 01:30:07.543,72967
659,Strawberries,2020-07-20 01:30:07.545,346144
660,Strawberries,2020-07-20 01:30:07.542,351921
661,Strawberries,2020-07-20 01:30:06.562,63712
662,Strawberries,2020-07-20 01:30:06.454,33600
663,Strawberries,2020-07-20 01:30:06.453,4959144
664,Strawberries,2020-07-20 01:30:06.381,317504
665,Strawberries,2020-07-20 01:30:06.377,5049344
666,Strawberries,2020-07-20 01:30:06.379,263800
667,Strawberries,2020-07-20 01:30:06.376,940984
668,Strawberries,2020-07-20 01:30:03.461,89160
669,Strawberries,2020-07-20 01:30:03.423,24279
670,Strawberries,2020-07-20 01:30:03.425,4000
671,Strawberries,2020-07-20 01:30:03.422,186481
672,Strawberries,2020-07-20 01:30:02.915,54248
673,Strawberries,2020-07-20 01:30:02.852,556536
674,Strawberries,2020-07-20 01:30:02.842,43480
675,Strawberries,2020-07-20 01:30:02.840,312376
676,Strawberries,2020-07-20 01:30:01.102,73976
677,Strawberries,2020-07-20 01:30:00.826,4479
678,Strawberries,2020-07-20 01:30:00.824,48664
679,Strawberries,2020-07-20 01:30:00.828,402752
680,Strawberries,2020-07-20 01:30:00.822,373776
681,Strawberries,2020-07-20 01:29:59.717,60016
682,Strawberries,2020-07-20 01:29:59.143,35040
683,Strawberries,2020-07-20 01:29:59.054,23248
684,Strawberries,2020-07-20 01:29:59.052,3485752
685,Strawberries,2020-07-20 01:29:59.050,717504
686,Strawberries,2020-07-20 01:29:58.954,177224
687,Strawberries,2020-07-20 01:29:58.951,4059744
688,Strawberries,2020-07-20 01:29:58.953,159808
689,Strawberries,2020-07-20 01:29:58.949,528800
690,Strawberries,2020-07-20 01:29:54.677,63200
691,Strawberries,2020-07-20 01:29:54.613,3520
692,Strawberries,2020-07-20 01:29:54.610,51143
693,Strawberries,2020-07-20 01:29:54.615,342144
694,Strawberries,2020-07-20 01:29:54.612,330983
695,Strawberries,2020-07-20 01:29:53.878,74072
696,Strawberries,2020-07-20 01:29:53.754,28992
697,Strawberries,2020-07-20 01:29:53.753,4269792
698,Strawberries,2020-07-20 01:29:53.674,342536
699,Strawberries,2020-07-20 01:29:53.669,4444152
700,Strawberries,2020-07-20 01:29:53.672,208272
701,Strawberries,2020-07-20 01:29:53.671,649048
702,Strawberries,2020-07-20 01:29:50.898,6400
703,Strawberries,2020-07-20 01:29:50.896,91520
704,Strawberries,2020-07-20 01:29:50.894,1168
705,Strawberries,2020-07-20 01:29:50.817,5383
706,Strawberries,2020-07-20 01:29:50.811,88455
707,Strawberries,2020-07-20 01:29:50.814,325160
708,Strawberries,2020-07-20 01:29:50.812,332537
709,Strawberries,2020-07-20 01:29:49.900,44072
710,Strawberries,2020-07-20 01:29:49.778,27840
711,Strawberries,2020-07-20 01:29:49.777,3859400
712,Strawberries,2020-07-20 01:29:49.696,261800
713,Strawberries,2020-07-20 01:29:49.691,3510360
714,Strawberries,2020-07-20 01:29:49.695,61520
715,Strawberries,2020-07-20 01:29:49.693,392904
716,Strawberries,2020-07-20 01:29:46.737,68752
717,Strawberries,2020-07-20 01:29:46.736,872
718,Strawberries,2020-07-20 01:29:46.649,5056
719,Strawberries,2020-07-20 01:29:46.646,97680
720,Strawberries,2020-07-20 01:29:46.648,197168
721,Strawberries,2020-07-20 01:29:46.644,363847
722,Strawberries,2020-07-20 01:29:45.606,31968
723,Strawberries,2020-07-20 01:29:45.481,26944
724,Strawberries,2020-07-20 01:29:45.480,3685248
725,Strawberries,2020-07-20 01:29:45.403,189712
726,Strawberries,2020-07-20 01:29:45.399,1771360
727,Strawberries,2020-07-20 01:29:45.405,136336
728,Strawberries,2020-07-20 01:29:45.401,417208
729,Strawberries,2020-07-20 01:29:42.200,87904
730,Strawberries,2020-07-20 01:29:42.199,64
731,Strawberries,2020-07-20 01:29:42.119,10232
732,Strawberries,2020-07-20 01:29:42.117,143407
733,Strawberries,2020-07-20 01:29:42.120,418319
734,Strawberries,2020-07-20 01:29:42.115,302656
735,Strawberries,2020-07-20 01:29:41.334,117840
736,Strawberries,2020-07-20 01:29:41.175,32792
737,Strawberries,2020-07-20 01:29:41.174,3874224
738,Strawberries,2020-07-20 01:29:41.101,219704
739,Strawberries,2020-07-20 01:29:41.098,3536624
740,Strawberries,2020-07-20 01:29:41.099,183496
741,Strawberries,2020-07-20 01:29:41.096,400568
742,Strawberries,2020-07-20 01:29:38.214,67576
743,Strawberries,2020-07-20 01:29:38.212,2880
744,Strawberries,2020-07-20 01:29:38.137,7183
745,Strawberries,2020-07-20 01:29:38.136,195672
746,Strawberries,2020-07-20 01:29:38.139,353639
747,Strawberries,2020-07-20 01:29:38.134,411145
748,Strawberries,2020-07-20 01:29:37.287,132984
749,Strawberries,2020-07-20 01:29:37.171,17960
750,Strawberries,2020-07-20 01:29:37.170,2907368
751,Strawberries,2020-07-20 01:29:37.106,182088
752,Strawberries,2020-07-20 01:29:37.101,2979360
753,Strawberries,2020-07-20 01:29:37.104,136472
754,Strawberries,2020-07-20 01:29:37.103,382408
755,Strawberries,2020-07-20 01:29:34.284,79296
756,Strawberries,2020-07-20 01:29:34.253,55561
757,Strawberries,2020-07-20 01:29:34.255,73432
758,Strawberries,2020-07-20 01:29:34.251,99592
759,Strawberries,2020-07-20 01:29:33.938,94112
760,Strawberries,2020-07-20 01:29:33.889,177392
761,Strawberries,2020-07-20 01:29:33.878,87976
762,Strawberries,2020-07-20 01:29:33.876,91760
763,Strawberries,2020-07-20 01:29:32.339,327376
764,Strawberries,2020-07-20 01:29:32.341,42336
765,Strawberries,2020-07-20 01:29:32.106,10360
766,Strawberries,2020-07-20 01:29:32.102,203592
767,Strawberries,2020-07-20 01:29:32.107,381319
768,Strawberries,2020-07-20 01:29:32.104,303433
769,Strawberries,2020-07-20 01:29:31.065,91232
770,Strawberries,2020-07-20 01:29:30.416,55435
771,Strawberries,2020-07-20 01:29:30.317,19016
772,Strawberries,2020-07-20 01:29:30.316,1372512
773,Strawberries,2020-07-20 01:29:30.314,500696
774,Strawberries,2020-07-20 01:29:30.231,88616
775,Strawberries,2020-07-20 01:29:30.226,1808152
776,Strawberries,2020-07-20 01:29:30.229,11800
777,Strawberries,2020-07-20 01:29:30.227,10408
778,Strawberries,2020-07-20 01:29:25.850,744
779,Strawberries,2020-07-20 01:29:25.847,55728
780,Strawberries,2020-07-20 01:29:25.852,174880
781,Strawberries,2020-07-20 01:29:25.848,434295
782,Strawberries,2020-07-20 01:29:25.127,17096
783,Strawberries,2020-07-20 01:29:25.125,1951960
784,Strawberries,2020-07-20 01:29:25.054,73360
785,Strawberries,2020-07-20 01:29:25.050,1727824
786,Strawberries,2020-07-20 01:29:25.056,7344
787,Strawberries,2020-07-20 01:29:25.052,15440
788,Strawberries,2020-07-20 01:29:22.450,4081
789,Strawberries,2020-07-20 01:29:22.446,180785
790,Strawberries,2020-07-20 01:29:22.453,40561
791,Strawberries,2020-07-20 01:29:22.452,425999
792,Strawberries,2020-07-20 01:29:22.448,200248
793,Strawberries,2020-07-20 01:29:21.689,100520
794,Strawberries,2020-07-20 01:29:21.550,5960
795,Strawberries,2020-07-20 01:29:21.548,1069000
796,Strawberries,2020-07-20 01:29:21.476,26504
797,Strawberries,2020-07-20 01:29:21.474,508464
798,Strawberries,2020-07-20 01:29:21.478,24312
799,Strawberries,2020-07-20 01:29:21.472,22616
800,Strawberries,2020-07-20 01:29:18.551,9112
801,Strawberries,2020-07-20 01:29:18.549,172368
802,Strawberries,2020-07-20 01:29:18.552,190359
803,Strawberries,2020-07-20 01:29:18.547,571129
804,Strawberries,2020-07-20 01:29:17.754,1824
805,Strawberries,2020-07-20 01:29:17.752,82080
806,Strawberries,2020-07-20 01:29:17.596,21704
807,Strawberries,2020-07-20 01:29:17.595,2767696
808,Strawberries,2020-07-20 01:29:17.514,64984
809,Strawberries,2020-07-20 01:29:17.509,1263200
810,Strawberries,2020-07-20 01:29:17.512,10888
811,Strawberries,2020-07-20 01:29:17.510,34536
812,Strawberries,2020-07-20 01:29:14.382,12065
813,Strawberries,2020-07-20 01:29:14.378,260377
814,Strawberries,2020-07-20 01:29:14.380,600849
815,Strawberries,2020-07-20 01:29:14.377,768984
816,Strawberries,2020-07-20 01:29:13.583,72192
817,Strawberries,2020-07-20 01:29:13.460,26984
818,Strawberries,2020-07-20 01:29:13.459,3315000
819,Strawberries,2020-07-20 01:29:13.378,142512
820,Strawberries,2020-07-20 01:29:13.375,2182064
821,Strawberries,2020-07-20 01:29:13.380,6912
822,Strawberries,2020-07-20 01:29:13.377,7344
823,Strawberries,2020-07-20 01:29:10.254,11904
824,Strawberries,2020-07-20 01:29:10.250,285135
825,Strawberries,2020-07-20 01:29:10.255,470903
826,Strawberries,2020-07-20 01:29:10.252,650639
827,Strawberries,2020-07-20 01:29:09.296,7672
828,Strawberries,2020-07-20 01:29:09.294,76776
829,Strawberries,2020-07-20 01:29:09.153,23216
830,Strawberries,2020-07-20 01:29:09.151,1840736
831,Strawberries,2020-07-20 01:29:09.069,121816
832,Strawberries,2020-07-20 01:29:09.067,1213672
833,Strawberries,2020-07-20 01:29:06.027,43208
834,Strawberries,2020-07-20 01:29:06.032,139592
835,Strawberries,2020-07-20 01:29:06.029,201104
836,Strawberries,2020-07-20 01:29:06.030,532127
837,Strawberries,2020-07-20 01:29:05.550,101960
838,Strawberries,2020-07-20 01:29:05.465,3568
839,Strawberries,2020-07-20 01:29:05.463,2138968
840,Strawberries,2020-07-20 01:29:03.673,154400
841,Strawberries,2020-07-20 01:29:03.424,10991
842,Strawberries,2020-07-20 01:29:03.421,279279
843,Strawberries,2020-07-20 01:29:03.426,522760
844,Strawberries,2020-07-20 01:29:03.419,658968
845,Strawberries,2020-07-20 01:29:03.422,204400
846,Strawberries,2020-07-20 01:29:02.761,9
847,Strawberries,2020-07-20 01:29:02.439,3832
848,Strawberries,2020-07-20 01:29:02.437,120664
849,Strawberries,2020-07-20 01:29:01.833,49984
850,Strawberries,2020-07-20 01:29:01.803,32294
851,Strawberries,2020-07-20 01:29:01.706,3669856
852,Strawberries,2020-07-20 01:29:01.707,1000256
853,Strawberries,2020-07-20 01:29:01.614,156344
854,Strawberries,2020-07-20 01:29:01.609,2342792
855,Strawberries,2020-07-20 01:29:01.613,118680
856,Strawberries,2020-07-20 01:29:01.611,296688
857,Strawberries,2020-07-20 01:28:57.039,12287
858,Strawberries,2020-07-20 01:28:57.033,283032
859,Strawberries,2020-07-20 01:28:57.038,395175
860,Strawberries,2020-07-20 01:28:57.034,636480
861,Strawberries,2020-07-20 01:28:57.036,189352
862,Strawberries,2020-07-20 01:28:56.206,11632
863,Strawberries,2020-07-20 01:28:56.204,213896
864,Strawberries,2020-07-20 01:28:56.084,20160
865,Strawberries,2020-07-20 01:28:56.083,3827904
866,Strawberries,2020-07-20 01:28:55.988,232088
867,Strawberries,2020-07-20 01:28:55.983,2707320
868,Strawberries,2020-07-20 01:28:55.986,131344
869,Strawberries,2020-07-20 01:28:55.985,251072
870,Strawberries,2020-07-20 01:28:52.926,12575
871,Strawberries,2020-07-20 01:28:52.921,297719
872,Strawberries,2020-07-20 01:28:52.924,437536
873,Strawberries,2020-07-20 01:28:52.922,678999
874,Strawberries,2020-07-20 01:28:52.022,10792
875,Strawberries,2020-07-20 01:28:52.020,225544
876,Strawberries,2020-07-20 01:28:51.896,32200
877,Strawberries,2020-07-20 01:28:51.895,3235032
878,Strawberries,2020-07-20 01:28:51.773,131320
879,Strawberries,2020-07-20 01:28:51.771,2251864
880,Strawberries,2020-07-20 01:28:51.774,68504
881,Strawberries,2020-07-20 01:28:51.769,185976
882,Strawberries,2020-07-20 01:28:48.503,10569
883,Strawberries,2020-07-20 01:28:48.500,295671
884,Strawberries,2020-07-20 01:28:48.506,28750
885,Strawberries,2020-07-20 01:28:48.505,274505
886,Strawberries,2020-07-20 01:28:48.502,732145
887,Strawberries,2020-07-20 01:28:47.704,5144
888,Strawberries,2020-07-20 01:28:47.702,241368
889,Strawberries,2020-07-20 01:28:47.585,32928
890,Strawberries,2020-07-20 01:28:47.584,2552648
891,Strawberries,2020-07-20 01:28:47.451,92984
892,Strawberries,2020-07-20 01:28:47.448,1679904
893,Strawberries,2020-07-20 01:28:47.453,50312
894,Strawberries,2020-07-20 01:28:47.450,189456
895,Strawberries,2020-07-20 01:28:44.188,15391
896,Strawberries,2020-07-20 01:28:44.186,388032
897,Strawberries,2020-07-20 01:28:44.190,558976
898,Strawberries,2020-07-20 01:28:44.184,683111
899,Strawberries,2020-07-20 01:28:43.546,9240
900,Strawberries,2020-07-20 01:28:43.544,230312
901,Strawberries,2020-07-20 01:28:43.398,22552
902,Strawberries,2020-07-20 01:28:43.396,3641744
903,Strawberries,2020-07-20 01:28:43.242,149304
904,Strawberries,2020-07-20 01:28:43.238,2090056
905,Strawberries,2020-07-20 01:28:43.243,45488
906,Strawberries,2020-07-20 01:28:43.240,56480
907,Strawberries,2020-07-20 01:28:40.259,17512
908,Strawberries,2020-07-20 01:28:40.256,380600
909,Strawberries,2020-07-20 01:28:40.258,595265
910,Strawberries,2020-07-20 01:28:40.254,513544
911,Strawberries,2020-07-20 01:28:39.550,13840
912,Strawberries,2020-07-20 01:28:39.548,254112
913,Strawberries,2020-07-20 01:28:39.421,21832
914,Strawberries,2020-07-20 01:28:39.420,3317576
915,Strawberries,2020-07-20 01:28:39.295,102376
916,Strawberries,2020-07-20 01:28:39.292,2050656
917,Strawberries,2020-07-20 01:28:39.297,37592
918,Strawberries,2020-07-20 01:28:39.293,75800
919,Strawberries,2020-07-20 01:28:36.508,79
920,Strawberries,2020-07-20 01:28:36.506,107105
921,Strawberries,2020-07-20 01:28:36.509,158968
922,Strawberries,2020-07-20 01:28:36.504,154040
923,Strawberries,2020-07-20 01:28:36.264,8072
924,Strawberries,2020-07-20 01:28:36.262,289920
925,Strawberries,2020-07-20 01:28:36.189,121840
926,Strawberries,2020-07-20 01:28:36.180,32832
927,Strawberries,2020-07-20 01:28:36.182,48992
928,Strawberries,2020-07-20 01:28:34.598,25496
929,Strawberries,2020-07-20 01:28:34.378,11728
930,Strawberries,2020-07-20 01:28:34.373,345840
931,Strawberries,2020-07-20 01:28:34.376,380721
932,Strawberries,2020-07-20 01:28:34.375,385440
933,Strawberries,2020-07-20 01:28:33.782,378
934,Strawberries,2020-07-20 01:28:33.780,13
935,Strawberries,2020-07-20 01:28:33.363,5328
936,Strawberries,2020-07-20 01:28:33.361,419352
937,Strawberries,2020-07-20 01:28:32.688,54725
938,Strawberries,2020-07-20 01:28:32.690,54685
939,Strawberries,2020-07-20 01:28:32.650,39364
940,Strawberries,2020-07-20 01:28:32.543,25408
941,Strawberries,2020-07-20 01:28:32.539,1721200
942,Strawberries,2020-07-20 01:28:32.541,873096
943,Strawberries,2020-07-20 01:28:32.444,55536
944,Strawberries,2020-07-20 01:28:32.442,942600
945,Strawberries,2020-07-20 01:28:32.446,118600
946,Strawberries,2020-07-20 01:28:32.440,69456
947,Strawberries,2020-07-20 01:28:27.871,13497
948,Strawberries,2020-07-20 01:28:27.870,406320
949,Strawberries,2020-07-20 01:28:27.873,340311
950,Strawberries,2020-07-20 01:28:27.868,311353
951,Strawberries,2020-07-20 01:28:27.160,17648
952,Strawberries,2020-07-20 01:28:27.159,449216
953,Strawberries,2020-07-20 01:28:27.006,23840
954,Strawberries,2020-07-20 01:28:27.004,2657272
955,Strawberries,2020-07-20 01:28:26.872,67984
956,Strawberries,2020-07-20 01:28:26.870,1010480
957,Strawberries,2020-07-20 01:28:23.886,17552
958,Strawberries,2020-07-20 01:28:23.881,554521
959,Strawberries,2020-07-20 01:28:23.884,469960
960,Strawberries,2020-07-20 01:28:23.882,433743
961,Strawberries,2020-07-20 01:28:23.096,15120
962,Strawberries,2020-07-20 01:28:23.095,616760
963,Strawberries,2020-07-20 01:28:22.973,22536
964,Strawberries,2020-07-20 01:28:22.971,2373920
965,Strawberries,2020-07-20 01:28:22.838,68032
966,Strawberries,2020-07-20 01:28:22.836,690656
967,Strawberries,2020-07-20 01:28:19.805,17552
968,Strawberries,2020-07-20 01:28:19.801,538784
969,Strawberries,2020-07-20 01:28:19.803,321279
970,Strawberries,2020-07-20 01:28:19.800,530904
971,Strawberries,2020-07-20 01:28:18.965,20104
972,Strawberries,2020-07-20 01:28:18.964,482168
973,Strawberries,2020-07-20 01:28:18.838,21696
974,Strawberries,2020-07-20 01:28:18.836,1935232
975,Strawberries,2020-07-20 01:28:18.669,63432
976,Strawberries,2020-07-20 01:28:18.667,568392
977,Strawberries,2020-07-20 01:28:15.469,19791
978,Strawberries,2020-07-20 01:28:15.467,680999
979,Strawberries,2020-07-20 01:28:15.470,501017
980,Strawberries,2020-07-20 01:28:15.465,390881
981,Strawberries,2020-07-20 01:28:14.698,24696
982,Strawberries,2020-07-20 01:28:14.696,1450784
983,Strawberries,2020-07-20 01:28:14.548,23536
984,Strawberries,2020-07-20 01:28:14.546,2935056
985,Strawberries,2020-07-20 01:28:14.390,32328
986,Strawberries,2020-07-20 01:28:14.388,723160
987,Strawberries,2020-07-20 01:28:11.283,21065
988,Strawberries,2020-07-20 01:28:11.280,672648
989,Strawberries,2020-07-20 01:28:11.285,501017
990,Strawberries,2020-07-20 01:28:11.282,313320
991,Strawberries,2020-07-20 01:28:10.326,20128
992,Strawberries,2020-07-20 01:28:10.323,2165592
993,Strawberries,2020-07-20 01:28:10.325,-20128
994,Strawberries,2020-07-20 01:28:10.148,23896
995,Strawberries,2020-07-20 01:28:10.146,3021568
996,Strawberries,2020-07-20 01:28:09.969,39840
997,Strawberries,2020-07-20 01:28:09.967,518048
998,Strawberries,2020-07-20 01:28:06.819,216
999,Strawberries,2020-07-20 01:28:06.814,411033
1000,Strawberries,2020-07-20 01:28:06.821,556270
1001,Strawberries,2020-07-20 01:28:06.817,115119
1002,Strawberries,2020-07-20 01:28:06.815,50296
1003,Strawberries,2020-07-20 01:28:06.321,49264
1004,Strawberries,2020-07-20 01:28:06.320,2082584
1005,Strawberries,2020-07-20 01:28:06.245,440888
1006,Strawberries,2020-07-20 01:28:06.213,29616
1007,Strawberries,2020-07-20 01:28:03.818,20337
1008,Strawberries,2020-07-20 01:28:03.816,19736
1009,Strawberries,2020-07-20 01:28:03.813,629328
1010,Strawberries,2020-07-20 01:28:03.814,430663
1011,Strawberries,2020-07-20 01:28:03.811,120168
1012,Strawberries,2020-07-20 01:28:02.981,7
1013,Strawberries,2020-07-20 01:28:02.983,213
1014,Strawberries,2020-07-20 01:28:02.473,54424
1015,Strawberries,2020-07-20 01:28:02.471,2559056
1016,Strawberries,2020-07-20 01:28:01.577,30376
1017,Strawberries,2020-07-20 01:28:01.466,1681536
1018,Strawberries,2020-07-20 01:28:01.464,1030568
1019,Strawberries,2020-07-20 01:28:01.308,21104
1020,Strawberries,2020-07-20 01:28:01.306,486336
1021,Strawberries,2020-07-20 01:27:55.896,16735
1022,Strawberries,2020-07-20 01:27:55.891,836385
1023,Strawberries,2020-07-20 01:27:55.894,325087
1024,Strawberries,2020-07-20 01:27:55.893,35240
1025,Strawberries,2020-07-20 01:27:55.129,69784
1026,Strawberries,2020-07-20 01:27:55.127,2885768
1027,Strawberries,2020-07-20 01:27:54.974,12728
1028,Strawberries,2020-07-20 01:27:54.972,1557872
1029,Strawberries,2020-07-20 01:27:54.811,12224
1030,Strawberries,2020-07-20 01:27:54.809,197208
1031,Strawberries,2020-07-20 01:27:51.681,22464
1032,Strawberries,2020-07-20 01:27:51.679,681369
1033,Strawberries,2020-07-20 01:27:51.682,396273
1034,Strawberries,2020-07-20 01:27:51.677,42720
1035,Strawberries,2020-07-20 01:27:50.808,38192
1036,Strawberries,2020-07-20 01:27:50.806,2827032
1037,Strawberries,2020-07-20 01:27:50.680,12720
1038,Strawberries,2020-07-20 01:27:50.679,1332312
1039,Strawberries,2020-07-20 01:27:50.498,77048
1040,Strawberries,2020-07-20 01:27:47.283,20783
1041,Strawberries,2020-07-20 01:27:47.278,727280
1042,Strawberries,2020-07-20 01:27:47.285,18003
1043,Strawberries,2020-07-20 01:27:47.281,129296
1044,Strawberries,2020-07-20 01:27:47.280,99719
1045,Strawberries,2020-07-20 01:27:46.256,85952
1046,Strawberries,2020-07-20 01:27:46.248,2881624
1047,Strawberries,2020-07-20 01:27:46.119,3760
1048,Strawberries,2020-07-20 01:27:46.118,838344
1049,Strawberries,2020-07-20 01:27:45.962,10456
1050,Strawberries,2020-07-20 01:27:45.960,143168
1051,Strawberries,2020-07-20 01:27:42.578,44249
1052,Strawberries,2020-07-20 01:27:42.575,820552
1053,Strawberries,2020-07-20 01:27:42.576,481736
1054,Strawberries,2020-07-20 01:27:41.704,60504
1055,Strawberries,2020-07-20 01:27:41.702,2872040
1056,Strawberries,2020-07-20 01:27:41.549,13304
1057,Strawberries,2020-07-20 01:27:41.547,1615872
1058,Strawberries,2020-07-20 01:27:41.368,13336
1059,Strawberries,2020-07-20 01:27:41.366,121320
1060,Strawberries,2020-07-20 01:27:38.014,30056
1061,Strawberries,2020-07-20 01:27:38.010,773672
1062,Strawberries,2020-07-20 01:27:38.012,230272
